chain,token,target_wallet,direction,block_number,tx_hash,log_index,from,to,amount_raw,amount_cell,balance_before_cell,balance_after_cell
bsc,0xf3e1449ddb6b218da2c9463d4594ceccc8934346,0xc3b8a652e59d59a71b00808c1fb2432857080ab8,out,93628242,0xb54774c1734cda51ab62039b802916940a4fd385ba7b041c615e16623e61f40f,518,0xc3b8a652e59d59a71b00808c1fb2432857080ab8,0x0b88f2d704314099e089362a5965352ced8ff925,721000000000000000000000,721000,5208005.2,4487005.2
bsc,0xf3e1449ddb6b218da2c9463d4594ceccc8934346,0xc3b8a652e59d59a71b00808c1fb2432857080ab8,out,93629304,0xba97584d2d7581ff7359a9d7870200ee204c06863025b7facc84cfd36f50a4fe,200,0xc3b8a652e59d59a71b00808c1fb2432857080ab8,0x8929e2e6eaf88e313d26fa2551ac5479807fd413,4487005200000000000000000,4487005.2,4487005.2,0
