recipient,first_block,amount_cell,txs,share_of_total_out_percent
0xa9ad874081775c3634d0e70192877942e245b9e8,94056390,3551757.2,1,78.03046260903371559449612119
0x458b14915e651243acf89c05859a22d5cff976a6,93989480,1000000,1,21.96953739096628440550387881
