chain,token,target_wallet,direction,block_number,tx_hash,log_index,from,to,amount_raw,amount_cell,balance_before_cell,balance_after_cell
bsc,0xf3e1449ddb6b218da2c9463d4594ceccc8934346,0x838bf83b33d18bc377997b4c0293afb6c99a5b50,out,94161924,0xc0ad32406d58e7dca4036fc36e2f58080ba57f100788c6a660be77439911b525,64,0x838bf83b33d18bc377997b4c0293afb6c99a5b50,0x21baf7475329d17434a0827ad1e5968ed441bc1f,100000000000000000000000,100000,100000,0
