chain,token,target_wallet,direction,block_number,tx_hash,log_index,from,to,amount_raw,amount_cell,balance_before_cell,balance_after_cell
bsc,0xf3e1449ddb6b218da2c9463d4594ceccc8934346,0xcacdbc3f50b73ce847379865e6dc9fee3026d013,out,94055098,0x53d865180ec62b1dbef5d15146a6ec37491b62cd7e10b32f85bbe9d51c54aeb1,45,0xcacdbc3f50b73ce847379865e6dc9fee3026d013,0x8929e2e6eaf88e313d26fa2551ac5479807fd413,64752000000000000000000,64752,100000,35248
