chain,token,target_wallet,direction,block_number,tx_hash,log_index,from,to,amount_raw,amount_cell,balance_before_cell,balance_after_cell
bsc,0xf3e1449ddb6b218da2c9463d4594ceccc8934346,0x2b3965bf98941fcf182be5a054b31ce97dff3575,out,94055014,0x7b90d3eda431b05e7e47d731c58e4f8ba13fa96920abd5617e2c8d397c542371,91,0x2b3965bf98941fcf182be5a054b31ce97dff3575,0x83492406ec56b85d1840b708b66255a2c15ef458,56478000000000000000000,56478,100000,43522
