address,address_short,first_seen_hop,incoming_cell_all_dataset,outgoing_cell_all_dataset,net_cell_all_dataset,total_volume_cell,incoming_edges,outgoing_edges,suggested_review,classification_hint,manual_label,manual_class,notes
0x000000000005af2ddc1a93a03e9b7014064d3b8d,0x00000000...064d3b8d,2,136809.37161256,136809.37161256,0.0,273618.74322512,3,3,large balanced pass-through wallet,balanced pass-through,,,
0x01b5b73b2e28ba7c7edfbf7717efc4d8ca457bab,0x01b5b73b...ca457bab,2,135399.04311047,135399.04311047,-0.0,270798.08622094,2,2,large balanced pass-through wallet,balanced pass-through,,,
0x41aca8477221b5f27a74fa64e4e917929ebc9f04,0x41aca847...9ebc9f04,4,132446.14481867,132446.14481867,0.0,264892.28963734,1,1,large balanced pass-through wallet,balanced pass-through,,,
0xccfd18d6ccb3e46a6ddee5908e1034cd9ee5f1c8,0xccfd18d6...9ee5f1c8,2,132279.22242886,132279.22242886,-0.0,264558.44485772,4,1,large balanced pass-through wallet,balanced pass-through,,,
0x43598d1699b03e3d701da48332a5329598597775,0x43598d16...98597775,2,131516.65609757,131516.65609757,0.0,263033.31219514,3,1,large balanced pass-through wallet,balanced pass-through,,,
0x731f813831743dc51c4e03b6fed1fbee0b88391f,0x731f8138...0b88391f,3,129688.73663852,129688.73663852,0.0,259377.47327704,1,1,large balanced pass-through wallet,balanced pass-through,,,
0x92f3f71cef740ed5784874b8c70ff87ecdf33588,0x92f3f71c...cdf33588,3,129169.14219491,129169.14219491,-0.0,258338.28438982,13,10,large balanced pass-through wallet,balanced pass-through,,,
0x7fab75b7c8687e6368d37048608fb03bab601133,0x7fab75b7...ab601133,3,125378.7394589,125378.7394589,0.0,250757.4789178,3,2,large balanced pass-through wallet,balanced pass-through,,,
0x3a75c6c4cc4ad9438b734a050831d037e8d40d75,0x3a75c6c4...e8d40d75,3,125000.0,125000.0,0.0,250000.0,1,1,large balanced pass-through wallet,balanced pass-through,,,
0x0d73570f1d6128b26fb7135946ba1075c3e07f9f,0x0d73570f...c3e07f9f,2,237670.86365813,8862.44638945,228808.41726868,246533.31004758,7,1,large unclassified downstream wallet,manual review,,,
0x5bee2022108bd9d60087aba6a38e67e10d7bc396,0x5bee2022...0d7bc396,2,132941.37407647,112940.02839851,20001.34567797,245881.40247498,4,4,large unclassified downstream wallet,manual review,,,
0x959fac0dfc9d9734cd4026f8677429d21c858d2c,0x959fac0d...1c858d2c,1,120188.12846204,120188.12846204,0.0,240376.25692408,7,5,large balanced pass-through wallet,balanced pass-through,,,
0xe771254b1a9ddfd5abda70e940e6da824f109ea7,0xe771254b...4f109ea7,5,119751.0,119751.0,0.0,239502.0,1,1,large balanced pass-through wallet,balanced pass-through,,,
0x7cea8a6da079dc7501d4eb2bbc937e70a2764cef,0x7cea8a6d...a2764cef,3,118330.67080862,118330.67080862,0.0,236661.34161724,12,9,large balanced pass-through wallet,balanced pass-through,,,
0x7d52b55d0e78c3cd62d57fcd2477184536af6d42,0x7d52b55d...36af6d42,1,117647.0,117647.0,0.0,235294.0,1,1,large balanced pass-through wallet,balanced pass-through,,,
0x3a1d9d7ce77616c381e913a1293a44feb9b99b14,0x3a1d9d7c...b9b99b14,1,117647.0,117647.0,0.0,235294.0,1,1,large balanced pass-through wallet,balanced pass-through,,,
0xf078c4ca4fb0c6d9ca395354f2940bdf4b927625,0xf078c4ca...4b927625,2,166685.84910513,68339.12634762,98346.7227575,235024.97545275,4,2,large unclassified downstream wallet,manual review,,,
0x83cfb26274ebd29bd4facfb00780e56e4cc1cce2,0x83cfb262...4cc1cce2,3,116118.1798596,116118.1798596,-0.0,232236.3597192,5,3,large balanced pass-through wallet,balanced pass-through,,,
0x4bdf0ac84b1971e569a905d1184c48c7dc35f3c3,0x4bdf0ac8...dc35f3c3,4,115179.3717169,115179.3717169,0.0,230358.7434338,1,4,large balanced pass-through wallet,balanced pass-through,,,
0x5b93d80da1a359340d1f339fb574bdc56763f995,0x5b93d80d...6763f995,3,113272.27289776,113209.13597625,63.13692151,226481.40887401003,10,19,large balanced pass-through wallet,balanced pass-through,,,
0x9081b403b02282acf28b59a950de98d091de940d,0x9081b403...91de940d,2,113267.41956232,110911.47915214,2355.94041019,224178.89871446003,73,70,large unclassified downstream wallet,high-activity routing wallet,,,
0x9531647f5ffaf86ccc95307a2841d44864f50d2f,0x9531647f...64f50d2f,3,111871.16962586,111871.16962586,0.0,223742.33925172,2,4,large balanced pass-through wallet,balanced pass-through,,,
0x286da401a339ee70b610f67d1f6306964ba50b98,0x286da401...4ba50b98,2,111036.86305316,111036.86305316,0.0,222073.72610632,1,1,large balanced pass-through wallet,balanced pass-through,,,
0x8b09f41e56709066b558e8b7c1a2c0e4ff163f37,0x8b09f41e...ff163f37,3,111036.86305316,111036.863,5.316e-05,222073.72605316,1,1,large balanced pass-through wallet,balanced pass-through,,,
0x1e43a6ba438518d0cd1952d5b1fa23e1875f3d47,0x1e43a6ba...875f3d47,2,161032.37844055,60032.37844055,101000.0,221064.7568811,5,5,large unclassified downstream wallet,manual review,,,
0x6958696f3295610a2b89f457bf773af92e0a7fb1,0x6958696f...2e0a7fb1,2,110000.0,110000.0,0.0,220000.0,1,1,large balanced pass-through wallet,balanced pass-through,,,
0xb1a7da48ab80e22d73511b0f45a5cb47f32e5145,0xb1a7da48...f32e5145,3,219185.58,0,219185.58,219185.58,2,0,large unclassified downstream wallet,manual review,,,
0xe0a616c3659be29567e08819772e6905307adf21,0xe0a616c3...307adf21,3,108669.62523243,108648.62,21.00523243,217318.24523243,10,30,large balanced pass-through wallet,balanced pass-through,,,
0x257c2d436c29fb28bb95f1e8c1c0f48683793c9e,0x257c2d43...83793c9e,2,107500.0,107500.0,0.0,215000.0,3,3,large balanced pass-through wallet,balanced pass-through,,,
0xcf24dc3c558815a1dd9dcac79bd646d49035f8a7,0xcf24dc3c...9035f8a7,2,106960.45876979,106960.45876979,0.0,213920.91753958,1,2,large balanced pass-through wallet,balanced pass-through,,,
0x21228a6acc4a0cc2a0fd45bee6d382d425df26c5,0x21228a6a...25df26c5,3,106841.19,106841.19,0.0,213682.38,2,3,large balanced pass-through wallet,balanced pass-through,,,
0xbceddb085b0da17097a3baa0edd1ec1954488e9a,0xbceddb08...54488e9a,1,107397.00623551,105772.00345318,1625.00278233,213169.00968869,43,60,large balanced pass-through wallet,high-activity routing wallet,,,
0x6410da85ab11f6ef84d46f4da15abd040051f75a,0x6410da85...0051f75a,3,102600.84542693,102600.84542693,0.0,205201.69085386,4,2,large balanced pass-through wallet,balanced pass-through,,,
0x833b4a96a0975e1380919547d1a169f93ad23a93,0x833b4a96...3ad23a93,2,124039.01982678,78141.05900918,45897.96081759,202180.07883596,4,2,large unclassified downstream wallet,manual review,,,
0x9bb70bf2938a667ca6f039db35b925e3d3eb9885,0x9bb70bf2...d3eb9885,2,100983.45544173,100983.45544173,0.0,201966.91088346,2,6,large balanced pass-through wallet,balanced pass-through,,,
0x0b3f6d4a5d6835137ccb2c1248f5a7d882c0dbda,0x0b3f6d4a...82c0dbda,2,100647.76994568,100647.76994568,-0.0,201295.53989136,9,5,large balanced pass-through wallet,balanced pass-through,,,
0x9dc44a185bfbf3e0de1919369bb6ac1a4dc6cf7b,0x9dc44a18...4dc6cf7b,3,100429.8671758,100429.8671758,0.0,200859.7343516,1,1,large balanced pass-through wallet,balanced pass-through,,,
0x1136b25047e142fa3018184793aec68fbb173ce4,0x1136b250...bb173ce4,3,100428.16235547,100428.16235547,0.0,200856.32471094,8,6,large balanced pass-through wallet,balanced pass-through,,,
0x9e56f7839dfb1f1482241bd15c6d5beb85381ad8,0x9e56f783...85381ad8,2,100000.00033071,100000.00033071,0.0,200000.00066142,2,1,large balanced pass-through wallet,balanced pass-through,,,
0xc8e043b3db1233a87b62c7adf0f9c4c618ae204d,0xc8e043b3...18ae204d,2,100000.0,100000.0,0.0,200000.0,1,2,large balanced pass-through wallet,balanced pass-through,,,
0x5ef79b3935623955b6ab6e737c6afec5f37746ef,0x5ef79b39...f37746ef,2,99070.47381966,99070.47381966,0.0,198140.94763932,2,1,normal review,balanced pass-through,,,
0xd57df9f1114035aacca34cde929db72b0be7c9e7,0xd57df9f1...0be7c9e7,3,99070.47381966,99070.47381966,0.0,198140.94763932,1,3,normal review,balanced pass-through,,,
0xcfb25ed1f1b433f274bc1e0640c8380421d0b9cf,0xcfb25ed1...21d0b9cf,2,98619.55363158,98618.0,1.55363158,197237.55363158,5,3,normal review,balanced pass-through,,,
0x5bd22f4234b88a07fb1b7c0e22c2cca923e59a94,0x5bd22f42...23e59a94,2,98059.9897339,98059.9897339,0.0,196119.9794678,2,1,normal review,balanced pass-through,,,
0x17140594687169225950c8b48d8efb3f5d8344c1,0x17140594...5d8344c1,2,96457.68308294,96457.68308294,0.0,192915.36616588,3,5,normal review,balanced pass-through,,,
0x9a7d8fe5433bf2f55e60e2bcae6350855fe1792d,0x9a7d8fe5...5fe1792d,2,93833.30772162,93833.30772162,0.0,187666.61544324,3,1,normal review,balanced pass-through,,,
0xd72cd83afba0dcfeff95d463adcb2b8def6aa623,0xd72cd83a...ef6aa623,5,86207.01531669,86207.01531669,-0.0,172414.03063338,20,20,normal review,balanced pass-through,,,
0xb8a89ec4d1edfd47bbd398e466d717d8dd0163a3,0xb8a89ec4...dd0163a3,2,85932.03764485,85932.03764485,-0.0,171864.0752897,3,1,normal review,balanced pass-through,,,
0xa52eb32d40e163ed552a5ac485c269a1738aa36c,0xa52eb32d...738aa36c,3,85932.03764485,85032.03764485,900.0,170964.0752897,1,4,normal review,balanced pass-through,,,
0xac4543a2f6a14d726390311f836e9d2d95f6345a,0xac4543a2...95f6345a,3,85399.04311047,85399.04311047,0.0,170798.08622094,1,3,normal review,balanced pass-through,,,
0xd6218e1d8fbc5d4d0a39b2d8d49830e7ab82b6f6,0xd6218e1d...ab82b6f6,1,84977.37,84977.37,0.0,169954.74,2,5,normal review,balanced pass-through,,,
0x111111125421ca6dc452d289314280a0f8842a65,0x11111112...f8842a65,2,84610.32210032,84610.32210032,-0.0,169220.64420064,6,35,normal review,balanced pass-through,,,
0x7d825b70be91e8ba9f9ce310daaab0b927dd9ecf,0x7d825b70...27dd9ecf,2,81858.45333195,81858.45333195,0.0,163716.9066639,5,5,normal review,balanced pass-through,,,
0x6e0caf1146b0c89cc65b31284697e3a4eb9aad03,0x6e0caf11...eb9aad03,2,79988.89750418,78773.12682306,1215.77068112,158762.02432724,4,3,normal review,balanced pass-through,,,
0x7636a5bfd763cefec2da9858c459f2a9b0fe8a6c,0x7636a5bf...b0fe8a6c,4,79203.51791044,79203.51791044,0.0,158407.03582088,7,5,normal review,balanced pass-through,,,
0xe91fe65198a8d7319b542d742af98ad83f5bb1d7,0xe91fe651...3f5bb1d7,2,80391.82867244,77733.13221618,2658.69645626,158124.96088862,4,3,normal review,balanced pass-through,,,
0x82038e89c4136ff97429d576d17f2a34c0fd0448,0x82038e89...c0fd0448,4,78868.3694332,78868.3694332,0.0,157736.7388664,2,3,normal review,balanced pass-through,,,
0xbb42f6d2363785a50adff595471d280de113b787,0xbb42f6d2...e113b787,2,76843.01317801,73267.90596021,3575.1072178,150110.91913822002,5,5,normal review,balanced pass-through,,,
0x3539a2c99ab4cd4b4835164286c99700e7dbb033,0x3539a2c9...e7dbb033,3,75000.0,75000.0,0.0,150000.0,1,2,normal review,balanced pass-through,,,
0xe2671346eb12991b7f1e0bbb1d8d3c4641d9ba12,0xe2671346...41d9ba12,2,73607.8848266,73607.8848266,-0.0,147215.7696532,2,2,normal review,balanced pass-through,,,
0xfd58f5036e11d104a6ec73d4acf941a76040b72d,0xfd58f503...6040b72d,3,73939.17616004,72939.1761593,1000.00000074,146878.35231934,6,6,normal review,balanced pass-through,,,
0xc788324905793b9a97c753bab48efe6d86065ddc,0xc7883249...86065ddc,2,89826.25612323,56331.11441627,33495.14170697,146157.3705395,28,14,normal review,manual review,,,
0x891997d1e5e5f9bd0cae826a9051a21da724bec9,0x891997d1...a724bec9,2,72640.00000916,72640.00000916,0.0,145280.00001832,5,2,normal review,balanced pass-through,,,
0xb34b99aa9cc8428c6b08a8642ca1b569f94976aa,0xb34b99aa...f94976aa,3,75030.9584752,70029.7584752,5001.2,145060.71695039998,4,1,normal review,balanced pass-through,,,
0x0b8a49d816cc709b6eadb09498030ae3416b66dc,0x0b8a49d8...416b66dc,3,72397.23235081,72397.23235081,0.0,144794.46470162,6,7,normal review,balanced pass-through,,,
0xb7e72f9931c91fcaebdae40dc49de096cd0bd65b,0xb7e72f99...cd0bd65b,4,67148.123778,77148.42468677,-10000.30090877,144296.54846477,1,1,normal review,manual review,,,
0x3208684f96458c540eb08f6f01b9e9afb2b7d4f0,0x3208684f...b2b7d4f0,3,72101.10794894,72101.10794894,0.0,144202.21589788,9,6,normal review,balanced pass-through,,,
0xa1b02f3c0db11cd8b494a088890992e787662151,0xa1b02f3c...87662151,2,70922.83857641,70922.83857641,0.0,141845.67715282,2,1,normal review,balanced pass-through,,,
0x663d7af498eccb0dee04e72f1203eb6878b0a9c0,0x663d7af4...78b0a9c0,3,80367.81722616,61465.82483217,18901.99239399,141833.64205833,6,6,normal review,manual review,,,
0xe1011eed6e26ccea4dbc86d11bf40add79119899,0xe1011eed...79119899,3,70524.15447591,70524.15447591,0.0,141048.30895182,8,6,normal review,balanced pass-through,,,
0x17c8c9a7844161b2b73a178402d6fb1a8ff77f80,0x17c8c9a7...8ff77f80,3,70410.43404537,70410.43404537,0.0,140820.86809074,2,3,normal review,balanced pass-through,,,
0xbb0fcf365d1f9b5c479bbec9853b405b60a568b7,0xbb0fcf36...60a568b7,2,70201.04883535,70201.04883535,0.0,140402.0976707,5,4,normal review,balanced pass-through,,,
0xf644940fd3f25b186e1521845d20aae32605d801,0xf644940f...2605d801,2,68141.6005125,68141.6005125,-0.0,136283.201025,3,3,normal review,balanced pass-through,,,
0x14e4d3fd33439dc012ed959e54db71f59d654175,0x14e4d3fd...9d654175,5,67629.9339182,67629.0,0.9339182,135258.9339182,2,1,normal review,balanced pass-through,,,
0xe97e96443088cb3480ab84ded2a830b7d8d6dcd3,0xe97e9644...d8d6dcd3,2,67292.57720079,67292.57720079,0.0,134585.15440158,2,2,normal review,balanced pass-through,,,
0xbc4b8fbd9c970c29f91ce5addac28af87381d92c,0xbc4b8fbd...7381d92c,3,132279.22242886,0,132279.22242886,132279.22242886,1,0,large unclassified downstream wallet,manual review,,,
0xbd31dd169369c652648efbf49a65ca859b8e69bb,0xbd31dd16...9b8e69bb,2,57984.78038579,72863.60793647,-14878.82755068,130848.38832226,5,3,normal review,manual review,,,
0x0dffa6d27a1f3dddd0bc37c7fb6b44b32da61ddd,0x0dffa6d2...2da61ddd,5,64739.50622602,64739.506,0.00022602,129479.01222602,3,1,normal review,balanced pass-through,,,
0xecf2b548e5c21028b0b60363207700fa421b6ecb,0xecf2b548...421b6ecb,3,64592.39734615,64592.39734615,0.0,129184.7946923,7,1,normal review,balanced pass-through,,,
0xe4623ff44f8b34f05937b9a511e624e2b08b39fc,0xe4623ff4...b08b39fc,3,63743.17121584,63743.17121584,0.0,127486.34243168,3,3,normal review,balanced pass-through,,,
0x385fd75d79cf7ffedbb938a5540ac03a88d79f85,0x385fd75d...88d79f85,3,63472.64596911,63472.64596911,0.0,126945.29193822,1,1,normal review,balanced pass-through,,,
0x3ea023b07d1fbf0e12e33283b3c55a829eb9067a,0x3ea023b0...9eb9067a,3,54286.74172532,71797.98159099,-17511.23986567,126084.72331631,4,5,normal review,manual review,,,
0x8176d7b793a73626880bc43dfd9a9f97d338ca88,0x8176d7b7...d338ca88,5,61589.27291873,61589.27291873,0.0,123178.54583746,2,2,normal review,balanced pass-through,,,
0x3e3d5730516f79bcf33c3df6bd5ca2c22acccd5b,0x3e3d5730...2acccd5b,2,61388.84415098,61388.84415098,-0.0,122777.68830196,6,3,normal review,balanced pass-through,,,
0xb5de0063cc53c4ab834e209ecaedc5883fbb8dae,0xb5de0063...3fbb8dae,2,60852.70475684,60852.41099281,0.29376404,121705.11574965,5,6,normal review,balanced pass-through,,,
0x7870584e555108915e4570e3d3442c69ce2fe3af,0x7870584e...ce2fe3af,2,60253.08554875,60253.08554875,0.0,120506.1710975,2,2,normal review,balanced pass-through,,,
0x76c2a458cff2053f0756141121d841fefab1f866,0x76c2a458...fab1f866,3,100038.01817327,20038.0,80000.01817327,120076.01817327,1,1,large unclassified downstream wallet,manual review,,,
0x81ea8cfe4bace2c18c1f45a45825253c76c6e30d,0x81ea8cfe...76c6e30d,2,63677.28731345,55020.0,8657.28731345,118697.28731345,6,3,normal review,manual review,,,
0x823e95c321b311440ce381b1852b735fee8e44f7,0x823e95c3...ee8e44f7,2,59164.14052403,59164.14052403,0.0,118328.28104806,3,5,normal review,balanced pass-through,,,
0xd0b79a14f99faeb54d459079978970f68aa65090,0xd0b79a14...8aa65090,2,57498.39129154,57498.39129154,0.0,114996.78258308,3,3,normal review,balanced pass-through,,,
0x1231deb6f5749ef6ce6943a275a1d3e7486f4eae,0x1231deb6...486f4eae,2,56683.91429054,56683.91429054,-0.0,113367.82858108,23,28,normal review,balanced pass-through,,,
0x190e018817732cf10cbeaa6285c444c241b4276a,0x190e0188...41b4276a,3,56480.43028292,56480.43028292,0.0,112960.86056584,1,3,normal review,balanced pass-through,,,
0xa9e2750a61ad9f35309351e093123a40d42fd273,0xa9e2750a...d42fd273,3,56001.11416486,56001.11416486,-0.0,112002.22832972,3,6,normal review,balanced pass-through,,,
0xbe2d3a97972e19225f1db273b4880580c419a7da,0xbe2d3a97...c419a7da,2,55878.43613476,55878.43613476,-0.0,111756.87226952,1,3,normal review,balanced pass-through,,,
0x70bf6634ee8cb27d04478f184b9b8bb13e5f4710,0x70bf6634...3e5f4710,2,55098.79245078,55098.79245078,0.0,110197.58490156,15,19,normal review,balanced pass-through,,,
0xfcd22458ec8ac05f048317d9d4a7e8489a79b64c,0xfcd22458...9a79b64c,4,20000.0,90000.0,-70000.0,110000.0,1,4,normal review,manual review,,,
0x159418feb537141d9adf806a76ccb1cb3d5bbdf8,0x159418fe...3d5bbdf8,2,54970.76452631,54970.76452631,0.0,109941.52905262,2,3,normal review,balanced pass-through,,,
0xd733c7b940a2e0468e224e283ec8ba60d4370e39,0xd733c7b9...d4370e39,2,52660.21246704,52660.21246704,-0.0,105320.42493408,2,3,normal review,balanced pass-through,,,
0x199060d9443a5c279c4b21d4f40ca2f15bf39dc2,0x199060d9...5bf39dc2,3,60020.0,45010.0,15010.0,105030.0,2,1,normal review,manual review,,,
0x599e4f6a0b24af263b212fb731b733309a201c28,0x599e4f6a...9a201c28,2,51763.49409724,51763.49409724,0.0,103526.98819448,2,2,normal review,balanced pass-through,,,
0x4898d8cf4ef967c23b8d32b5109d6f4c24c62ae4,0x4898d8cf...24c62ae4,3,50701.79892848,50701.79892848,0.0,101403.59785696,1,4,normal review,balanced pass-through,,,
0x555b6ee8fab3dfdbcca9121721c435fd4c7a1fd1,0x555b6ee8...4c7a1fd1,4,50693.49752608,50693.49752608,0.0,101386.99505216,6,5,normal review,balanced pass-through,,,
0xc96c0ed54af47fbafa42fb193b977c984144350d,0xc96c0ed5...4144350d,2,50562.30207234,50562.30207234,0.0,101124.60414468,3,2,normal review,balanced pass-through,,,
0x543c4768b55bd8047f2641a677acafd3b2e1d62c,0x543c4768...b2e1d62c,2,50455.44095139,50455.44095139,0.0,100910.88190278,2,1,normal review,balanced pass-through,,,
0x400d001117caab43c50fda4414548e526fcf1b4b,0x400d0011...6fcf1b4b,2,50118.76430197,50118.76430197,-0.0,100237.52860394,4,3,normal review,balanced pass-through,,,
0xa2868cd54fa48d2259c42a274420912971f6fbf2,0xa2868cd5...71f6fbf2,2,100230.34953263,0,100230.34953263,100230.34953263,2,0,large unclassified downstream wallet,manual review,,,
0xc1bae07c4b6916353af7d9133de11b4a4d276c13,0xc1bae07c...4d276c13,4,50100.0,50100.0,0.0,100200.0,1,1,normal review,balanced pass-through,,,
0x6d641376ee97a22a07f584ed4bb718f6758fe2d0,0x6d641376...758fe2d0,4,50000.39122602,50000.39122602,0.0,100000.78245204,1,1,normal review,balanced pass-through,,,
0x7a09d1834b91a6818fead7e8bf620e29678e71e9,0x7a09d183...678e71e9,3,50000.0,50000.0,0.0,100000.0,1,2,normal review,balanced pass-through,,,
0xa8edb810a4ebc807041e3e1654704731314d22f4,0xa8edb810...314d22f4,3,50000.0,50000.0,0.0,100000.0,1,1,normal review,balanced pass-through,,,
0x749c0d4ac15c1cf7594d56fddfa2e72501e41194,0x749c0d4a...01e41194,4,50000.0,50000.0,0.0,100000.0,1,2,normal review,balanced pass-through,,,
0x214fbd808c76d65b9fa14855807b9101751efa6f,0x214fbd80...751efa6f,4,50000.0,50000.0,0.0,100000.0,1,1,normal review,balanced pass-through,,,
0xa751f74084e9f914bd65757d622d6396896da3ed,0xa751f740...896da3ed,4,50000.0,50000.0,0.0,100000.0,1,1,normal review,balanced pass-through,,,
0x6187c790196a1072ec7cab6831c3c1ea79315ee5,0x6187c790...79315ee5,2,48502.35379788,48502.35379788,0.0,97004.70759576,4,1,normal review,manual review,,,
0xee03b959e2d7bec07a6c7622f0e78166cb072018,0xee03b959...cb072018,3,47807.25313652,47807.25313652,0.0,95614.50627304,2,2,normal review,manual review,,,
0xd4416874485e38a3ab1a0ce244f0277b667c545e,0xd4416874...667c545e,3,93833.30772162,0,93833.30772162,93833.30772162,1,0,normal review,manual review,,,
0x1122d754e35993a46a65a16ebe404aabb553d8e1,0x1122d754...b553d8e1,3,46900.0,46000.0,900.0,92900.0,2,1,normal review,manual review,,,
0x6957778899b7661aea079cc8b96cdb4b23b127c3,0x69577788...23b127c3,4,46363.0,46363.0,0.0,92726.0,1,1,normal review,manual review,,,
0x8d4488f1895ad933f60721edc72fedb8c3586558,0x8d4488f1...c3586558,2,45641.32608015,45641.32608015,0.0,91282.6521603,2,2,normal review,manual review,,,
0x6cf723183ae4ffbd0e8d3e816cac25310d07aedb,0x6cf72318...0d07aedb,2,44007.53661028,44007.53661028,-0.0,88015.07322056,4,7,normal review,manual review,,,
0x8251321719179b7dc5680c5722741347756753ec,0x82513217...756753ec,4,43851.082093,43360.462808,490.619285,87211.54490099999,3,3,normal review,manual review,,,
0x3731a2a7e14531ae4ceb75a509c90278e0167aa0,0x3731a2a7...e0167aa0,2,42997.26484375,42997.26484375,0.0,85994.5296875,3,3,normal review,manual review,,,
0xb09ffc5f990bf375b418144094d0f4aa9518881e,0xb09ffc5f...9518881e,2,42996.19662597,42996.19662597,0.0,85992.39325194,2,2,normal review,manual review,,,
0x8d97902b31431fad9b43ca859fdb3f56b6284055,0x8d97902b...b6284055,3,42015.9071708,42015.9071708,0.0,84031.8143416,1,1,normal review,manual review,,,
0x23cd80cd295619a1271fca7ff5996d911f184176,0x23cd80cd...1f184176,2,41744.14041701,41744.14041701,0.0,83488.28083402,2,3,normal review,manual review,,,
0xd52733ec131a4aba30804a52ad6ec48a432ff39b,0xd52733ec...432ff39b,5,82236.77,0,82236.77,82236.77,2,0,normal review,manual review,,,
0xfc3b0436e85fde5b93d3b64e83201cf8a8aa2068,0xfc3b0436...a8aa2068,2,40978.47483775,40978.47483775,0.0,81956.9496755,2,3,normal review,manual review,,,
0x34bc0650425fb203c2dbe75993cd252bf1b0755e,0x34bc0650...f1b0755e,2,40570.0195275,40570.0195275,0.0,81140.039055,2,1,normal review,manual review,,,
0x9025303e9dac01444a865f90465e911d4b37d54e,0x9025303e...4b37d54e,3,8353.71431524,72567.69966214,-64213.9853469,80921.41397738,1,4,normal review,manual review,,,
0x377b7e10652522f325926cc2490f15966f2cacf8,0x377b7e10...6f2cacf8,2,40402.0098623,40402.0098623,0.0,80804.0197246,1,1,normal review,manual review,,,
0x28081b986c12f3e27a75de841577be79cdb768ae,0x28081b98...cdb768ae,3,40402.0098623,40402.0098623,0.0,80804.0197246,1,1,normal review,manual review,,,
0x1728d7099f6535f5efeba784a4ba54120ceada6b,0x1728d709...0ceada6b,3,40350.06038963,40350.06038963,0.0,80700.12077926,3,1,normal review,manual review,,,
0xc78c4b4c05fa77dc6ad9c6468172d5a3856e7993,0xc78c4b4c...856e7993,2,40064.29305726,40064.0,0.29305726,80128.29305726,2,1,normal review,manual review,,,
0x6e286629e06196687b7718cf49c14e43a3747b7e,0x6e286629...a3747b7e,2,40000.00000361,40000.00000361,0.0,80000.00000722,3,1,normal review,manual review,,,
0x2e301cd85e53608d287a238118783fd0cf7cc241,0x2e301cd8...cf7cc241,4,40000.0,40000.0,0.0,80000.0,1,5,normal review,manual review,,,
0x6b7c99820b6c9f9a4aa8fd35238d4e36687e8a7c,0x6b7c9982...687e8a7c,2,39039.25974657,39039.25974657,0.0,78078.51949314,8,3,normal review,manual review,,,
0xe05a8cc8fe97decf1ce0c58e2b6a0a6919084127,0xe05a8cc8...19084127,4,39000.0,39000.0,0.0,78000.0,1,3,normal review,manual review,,,
0xd3f64baa732061f8b3626ee44bab354f854877ac,0xd3f64baa...854877ac,2,38540.49908126,38540.49908126,-0.0,77080.99816252,4,4,normal review,manual review,,,
0xe0d2de208e581556093447500ff652ff8a5e0123,0xe0d2de20...8a5e0123,2,38534.74731455,38532.0,2.74731455,77066.74731455,3,3,normal review,manual review,,,
0x0820c5eb9885b6baec9fc7c2897a85f388b56c7d,0x0820c5eb...88b56c7d,2,38228.51962381,38228.51962381,0.0,76457.03924762,2,4,normal review,manual review,,,
0xb4a1271285cb279e6abbae89eb9b4e08eb0b047e,0xb4a12712...eb0b047e,4,38042.03312975,38042.03312975,-0.0,76084.0662595,2,4,normal review,manual review,,,
0x44d77f6f6f64e402aa795e8131bd60aace187dd7,0x44d77f6f...ce187dd7,4,38002.35319683,38002.35319683,0.0,76004.70639366,1,4,normal review,manual review,,,
0x01ae789ebfa678745c66396247505737900a5cfc,0x01ae789e...900a5cfc,2,37693.24997149,38208.64321597,-515.39324449,75901.89318746,1,2,normal review,manual review,,,
0xbcba59d23237b5c8a4cfd60311b1aada14f3ff86,0xbcba59d2...14f3ff86,2,36912.19685767,36912.19685767,0.0,73824.39371534,4,3,normal review,manual review,,,
0xeb9d35a4eb63fc635c8b28cdc6f6ac58c02435fa,0xeb9d35a4...c02435fa,2,58026.33376171,15776.20303281,42250.1307289,73802.53679452,3,4,normal review,manual review,,,
0x1578f034078d5b5dc9d017af75779ae436048415,0x1578f034...36048415,4,36832.26854468,36832.6,-0.33145532,73664.86854468001,3,2,normal review,manual review,,,
0xc9f8194a8e48988929dbca88da66d58f24cf4cb3,0xc9f8194a...24cf4cb3,2,36674.78,36674.78,0.0,73349.56,2,2,normal review,manual review,,,
0x1e4174d0e86311673d3a515324838cde8021fd09,0x1e4174d0...8021fd09,2,36657.94436172,36657.94436172,-0.0,73315.88872344,1,1,normal review,manual review,,,
0x5d2e7461a6fd2756a8eeb9b07e571ce4e46ae749,0x5d2e7461...e46ae749,4,36182.61372909,36182.61372909,-0.0,72365.22745818,2,4,normal review,manual review,,,
0x4780ef6448761fd952fc707c6b3599dba6a45696,0x4780ef64...a6a45696,3,71792.2791869,0,71792.2791869,71792.2791869,2,0,normal review,manual review,,,
0x461b5dd073be81cad6752bfcc355d5a252b8e910,0x461b5dd0...52b8e910,3,37691.95353833,33892.39699866,3799.55653967,71584.35053699001,4,11,normal review,manual review,,,
0x07d6d90e8bdad31dd193ed12e04ffff91a4fb208,0x07d6d90e...1a4fb208,3,70795.1721,5.0,70790.1721,70800.1721,3,1,normal review,manual review,,,
0x8ae8cf8ff51aa61bdf81f1b53fa42ce9796cd68f,0x8ae8cf8f...796cd68f,2,37001.64611182,33145.75042297,3855.89568885,70147.39653479,4,1,normal review,manual review,,,
