recipient,first_block,amount_cell,txs,share_of_total_out_percent
0x8929e2e6eaf88e313d26fa2551ac5479807fd413,93629304,4487005.2,1,86.15592780130096644296745326
0x0b88f2d704314099e089362a5965352ced8ff925,93628242,721000,1,13.84407219869903355703254674
