recipient,first_block,amount_cell,txs,share_of_total_out_percent
0xc30e562c8440d47a84f945174234a1c3abc2d776,31674317,29896,2,0.5979080418391632167356652867
0xa12171fecd8e54ea1e4a3df0f6a0ac14fb6fd987,27387285,29491.095379,3,0.5898101113777724445511089778
0x3f051cd48466d7e06a37617b4774a76d3f5133ea,22851213,28450.8895763288958,3,0.5690064113983499490010199796
0x6e521694edc193b07a136df5eca0d6e9fed75a5f,23359677,26638,1,0.5327493450130997380052398952
0xdb8023c404d15bbea7252f55009ade37a03c82a1,37121100,26544,1,0.5308693826123477530449391012
0xf94e6ff61a97a763831bf61e1a0ccf54bdafce54,27279545,26534.90827,1,0.5306875516489670206595868083
0xdd498c81d6fe6e562bf01f8a1bfc4f9348b99af2,36895814,26039.525635366313338449,1,0.5207800971053841590857982840
0x4e0be60fa9e77c897c6387aaa16ea9c7e6fd3f68,27150390,25265.25,1,0.5052948941021179576408471831
0x724a28b573c9206521b9a02c0c098687efe0186e,30077077,25003.843155260421297055,1,0.5000668617679730664797704046
0x8d699ecabcd6a05ec1bfa11137ab3ddd06b798b7,33846345,24772.572937216969010299,121,0.4954415499133411133837123258
0x0f10cc7686f11ed51085eab8f8cde4f2a3431344,22916035,24627.541622760237392217,2,0.4925409816355720364036119278
0xbd375a89cea1819510e27e288112ab6644b76b46,25186545,24294.41,2,0.4858784824303513929721405572
0x008196e948a499d0c43867910bfbf9d030a82dee,23008461,24145,2,0.4828903421931561368772624548
0xef88bdd10c397e8beeb42c3a4f1dd09465478a54,26024502,23718.404956434534588064,2,0.4743586119564515627300253995
0x8a3707daca88c3709249a2388e65f814da65761e,22871792,23298,1,0.4659506809863802723945521090
0xd9c574614ecaab080df795aa3423d3146921973e,34978737,22335.631635970919371395,49,0.4467036986454454785183296334
0x04d3f1ecd825d60f89b142c385870114771087ac,35700692,22003,5,0.4400511989760204795904081918
0x77127e0e9f33e102b776d787a6eb4ce3a7605ce3,23081914,21187.44,2,0.4237403251934961300773984520
0x29253de4a23033073a400e3d785058ce639386b7,23146267,20318.5615,1,0.4063631027379452410951780964
0x8364f4ef3b15fde2d9b88fa3ca0ecc8b10b84f8c,22933251,20258.74,2,0.4051666966660666786664266715
0xaff6db2974315b21b578efadb60a08603eb8edea,30048872,20006.5897,1,0.4001237915241695166096678066
0xdf9446140cf1923bdac24b811c8ed3301d6ff2fa,23884635,20001.7711255,7,0.4000274219615607687846243075
0x98562a503f6a4aabd5d7a514f7ca1a8acda232c4,23084372,19863.34,1,0.3972588548229035419291614168
0x6dc08993c7023a9128103878ab38cd0746866a28,23305364,19000,1,0.3799924001519969600607987840
0xd503f6ae68c2cf6af952f6778647e99b2617e896,23477216,18298,2,0.3659526809463810723785524290
0x659d4e64ef8440c04c3eceeef625273b9a55102b,25069245,17999,3,0.3599728005439891202175956481
0x3de1b88d621eb45bf6d87486fae7084531a28894,22850250,17924,1,0.3584728305433891322173556529
0x7d758c92273fba75cf2c090b6af09c4d4cb898ec,27315846,17173,2,0.3434531309373812523749525009
0xacd21f2e7b1b5ca4c321639f5d8b28de3403c6a0,24635284,16779.135601002239,3,0.3355760005000347793044139117
0x6a769d5fd023038b29c8ec30c8d5903ca1271e0a,27798343,16721,1,0.3344133117337653246935061299
0x4fa33ac3f72366b625ceac6489453ccd4eea9376,36049531,15789.046833306308669027,2,0.3157746211737026993265534689
0x6fc0acbbbaca7fa1335cf95f3a7c4d82e1513b79,27332428,15490.001762206593,1,0.3097938393673445131097378052
0x6adcb176c292c29e40c339055b20c4438e6625e9,23243496,15211.66068,1,0.3042271290574188516229675406
0xa89fbc63c3a0de36568334ff2cf3bf432d2d53df,23480082,14738.77990338266,1,0.2947697026735997280054398912
0x2608c35af9f2dce0eb5cff3915f1b397c3b506e3,35751303,14615.612189937045520063,1,0.2923063976707874946513669727
0xe0322956b0f18ff96be87dbefda29fc6539c1f59,27246661,14213.574185137822,1,0.2842657983867887042259154817
0x51181e641df44f7ff69aba600a465eaaac2226ed,23111964,13926.0169945230714,4,0.2785147695950695266094678106
0x5f1518c1c95bd8855679ed4d0b2bda66826f2e70,23335139,13870,2,0.2773944521109577808443831123
0x3a5c4453dbb4c9c898a121eaa5c739342661645b,23151595,13699.0831277,1,0.2739761830303393932121357573
0xdad11d8105aed2621697e9b122c7a811473abccf,36064638,13521.701046187585479595,2,0.2704286123515046794983100338
0xab79580e2ccb8229df50979d7dcfedab82f28c07,22872221,13217.11294,1,0.2643369720605587888242235155
0x88dafb26a7e1cf4c269473f3bc7b1fbf72caa4ab,23806727,13147.2361,1,0.2629394632107357852842943141
0x53521e14123f916545781e95c0ce235a8ddd8b3d,23137861,13145.11036,2,0.2628969492610147797044059119
0x269ed4db530a7b805569ece73a37845d80007883,23679975,12908.645495587820132054,4,0.2581677465568252661357572849
0x66629e9785823ce678db2fb4776df53962d1c7c1,23450763,12879.4482,1,0.2575838123237535249295014100
0xb2454d7ca559e417314d18c81812fc5cc133a0c2,23079055,12288.232653,1,0.2457597378652426951460970781
0x0ac31f4e9567208c45b548d847944350b44cc658,38108685,12060.1893,2,0.2411989620207595848083038339
0xca06e43fb29630856d78285def5891bb0cbf4abb,28814687,12028.011611680858787095,1,0.2405554211251946718484630307
0xbf22275d4eeb4f40b59d65353eb7a5ff991d8e79,23069545,11787.323118594457516,4,0.2357417475369384115517689646
0xe076f1bd13037506d9a48869116b5619700d1524,23362759,11772.720257,3,0.2354496961460770784584308314
0xb0f71668f1928ea603dc03f63e1def75cc131515,36093483,11752.508084009404942298,2,0.2350454607709726793923721526
0xc71d239309941ee7aa63bb17ce703613445ce27b,22850347,11300.030786529163,4,0.2259960958086670866582668347
0x29235674eddf2beee69a1bbae30d452695f4cb44,22851481,10752.542995459553062,4,0.2150465589780115010099798004
0xee61b0d50d96d4249ae0e12756edc199bbb7d070,34342258,10402.5,1,0.2080458390832183356332873343
0xf9f5b8431c3868d4adf09f159480d3224896af2e,36961831,10235.961702935777025259,1,0.2047151397559204220967380652
0xedbc08de4def36d6d139e10beabcabc318b08b34,36000586,10220.86,1,0.2044131117377652446951060979
0x3cdc2ae639dae454b1ffacbb3c59208599e2d756,23272494,10053.3036,2,0.2010620507589848203035939281
0x74ba11ed9836f9ce15fc5dd70aa91e97650de18a,24833192,10032.8,2,0.2006519869602607947841043179
0xa774fdbd97d9e9da95a510c7ee28b74a19775982,22864550,10015,4,0.2002959940801183976320473591
0x6cf723183ae4ffbd0e8d3e816cac25310d07aedb,23069854,10010,1,0.2001959960800783984320313594
0xe89975d195c388c7367d16f93239293b531a3745,22858681,10000.8078679,1,0.2000121571148577028459430811
0xca98c0a31e41c09217d1902444d145e249b1b86a,27280237,9999,1,0.1999760004799904001919961601
0xa145e1a4cd3be387111aa323abf4f997197be218,31019448,9995.9125,1,0.1999142517149657006859862803
0xde8d80a173df549eda90b42adc21165154233be8,23769651,9908,4,0.1981560368792624147517049659
0x64783910108671931e0dff42472950ee1c807344,36527595,9892.453366858992470172,1,0.1978451104349711499804403912
0x9a953ec6a59966c0334c13b482aeb82937ae220e,22945062,9889.4,2,0.1977840443191136177276454471
0xb68d2658927e7e47e17dc34802d57b7d99ba4155,27299150,9746.59130416,1,0.1949279275246495070098598028
0x8c852364b8589d13b1f78aa8e999a2d31b6439ff,24659395,9710.579761,3,0.1942077110657786844263114738
0x6cd6a9ffd889852b5268a6da890e1f1e6d8d95e2,22882458,9655.49,1,0.1931059378812423751524969501
0x65823b126d7629ad952b0af49e3ede37958b631d,22911953,9556,1,0.1911161776764464710705785884
0x618ae2ad16d370aa4d33a8b4f78d32ee042a2f20,33972941,9500.379360000000644544,1,0.1900037871242575277403251935
0x914c4c2d50ebf786f16dcdafafe385b74a8d6f7b,36086862,9500,1,0.1899962000759984800303993920
0x10fa20dab26e75356452482ecc6d647340c2a721,28713472,9201.084872,1,0.1840180170796584068318633627
0x7fc03b21ccea36b270f1c90e6e25afb317764ec1,24837111,9133.6132,1,0.1826686106277874442511149777
0xaa3279f1e2f9d53ed621e84137b48882caf7fa0a,22853693,8964.435831,1,0.1792851309173816523669526609
0x45557d540fc3299488b0f07f42a154db45390f39,35554054,8872.69756028120397917,1,0.1774504021975801279808403832
0x5085d47aff31ba23cd0b9c9806ae83182555fd5e,36915728,8835,2,0.1766964660706785864282714346
0xf378933c1140f0ebdc3ef5d78037338926cd3ab5,23382232,8782.37,1,0.1756438871222575548489030219
0x2f69932acc0acfb52587d76931114ecc6af028ea,34489789,8762.266277119230698176,2,0.1752418207059704945536289274
0x1578f034078d5b5dc9d017af75779ae436048415,25585434,8440.7,2,0.1688106237875242495150096998
0x45af6ab9edfbdd1b3b65524de663dad9880cb185,25493414,8326,2,0.1665166696666066678666426671
0xebef2efe4561f01bb80619acbd2a16120c2f86e4,27715417,8279.50011388443,2,0.1655866905438777224455510890
0xa7a6d8f90b0a272494058e2b8bc4f88390b7c6aa,25610367,8133.4,3,0.1626647467050658986820263595
0x0c6367bf7d18b6c02eeca67c3aecb9cc865a21da,24976675,7943.330246,1,0.1588634276514469710605787884
0xe196a2573ae2917119f14ab6a8d21248809eb66c,35513118,7855.416481162101373787,1,0.1571051875194916376429871403
0x37b73bdc38ddc8413c576408f4a9684541f6cb58,36532752,7782.906541767337101957,1,0.1556550177349920421982960341
0xf36376dc35ec478203cd91f27770b49eb13a8a9a,37017929,7676.6935,3,0.1535307993840123197536049279
0x8db93b8c1f7704854c8d4f1e85f6ecaf3f1db49f,25138464,7660.4131,2,0.1532051978960420791584168317
0xbf99c2efaf7aeb8b930a42745f2459d9b935f2ac,25926896,7566,1,0.1513169736605267894642107158
0xa6bda01f65295d529ada38bf247c8c544372ff6e,23178162,7526.93766,2,0.1505357424851502969940601188
0x41d1c93f26bf09261c350095306d532d50e22c77,27312904,7450,1,0.1489970200595988080238395232
0x3a87eae486c641820b13a476e67005a455ae7c34,32363649,7245.051006,1,0.1448981221575568488630227395
0x3865dbeb695afdcce836062e03377c33b408d224,25610432,7204.8,1,0.1440931181376372472550548989
0x1211f6d85ff62c51ba06cca6dfaa2c58d1c4e214,23031066,7105.718797521978,3,0.1421115337197651646967060659
0x5f9c6e923578220bc064ca32ff0ad7471b41516e,36087858,7083.966731477449256644,1,0.1416765010995269945929881402
0x889d992b47286977f5d6bea13d8b791ef4cfea28,22872386,7080,1,0.1415971680566388672226555469
0xacea270e1742dd5639c34c9c37563ee4fd3364a0,36380575,7053.840206375554160352,15,0.1410739826478581260445191096
0xd83264ba46f5b1adcd64c3fd68730c26d1dbc157,36917491,7042,1,0.1408371832563348733025339493
0xacf5c924ca4a12e484254ddfb89a2e7a383014b5,23289214,7040,3,0.1407971840563188736225275494
0x5051ccbea4d819ed58dee42fd9728e897690b927,35047601,7000.930641,2,0.1400158125037499250014999700
0xd5a3a5c153ec58719f941c8b396637fe7dbe68c7,27641267,6926,1,0.1385172296554068918621627567
0xe14a4540ebf3cb6dfe8139af13d7c2b32f4e022c,23279912,6912.930244,1,0.1382558397632047359052818944
0xd6793c60137248a4d2512b44361c12cbbdeebb57,24830741,6883.8453,3,0.1376741525169496610067798644
