chain,token,target_wallet,direction,block_number,tx_hash,log_index,from,to,amount_raw,amount_cell,balance_before_cell,balance_after_cell
bsc,0xf3e1449ddb6b218da2c9463d4594ceccc8934346,0x03e2b199dc23f271007ce68ba26549130d103028,out,94161739,0x71a7608072fa85a3bec6c6235756e7071ae9fb5e42f09eda044cce6519fab10c,45,0x03e2b199dc23f271007ce68ba26549130d103028,0xe0ca82008f52dd94a4314c4869a0294e8c136f1d,64715000000000000000000,64715,64785,70
