chain,token,target_wallet,direction,block_number,tx_hash,log_index,from,to,amount_raw,amount_cell,balance_before_cell,balance_after_cell
bsc,0xf3e1449ddb6b218da2c9463d4594ceccc8934346,0x3c479060afe2ddfa2c873bb5c9c00b5458b8adbc,out,94056661,0xdefce928ef793f7189f5744b9ee45d5049f88eb250f9a95cc115b8a3d0663566,85,0x3c479060afe2ddfa2c873bb5c9c00b5458b8adbc,0x03e2b199dc23f271007ce68ba26549130d103028,64785000000000000000000,64785,100000,35215
bsc,0xf3e1449ddb6b218da2c9463d4594ceccc8934346,0x3c479060afe2ddfa2c873bb5c9c00b5458b8adbc,out,94056737,0x9736d6e6d314337594f94406e64e16caef7746764d87a92ab55d41ebf7151ea2,27,0x3c479060afe2ddfa2c873bb5c9c00b5458b8adbc,0x8929e2e6eaf88e313d26fa2551ac5479807fd413,35215000000000000000000,35215,35215,0
