chain,token,target_wallet,direction,block_number,tx_hash,log_index,from,to,amount_raw,amount_cell,balance_before_cell,balance_after_cell
bsc,0xf3e1449ddb6b218da2c9463d4594ceccc8934346,0x83492406ec56b85d1840b708b66255a2c15ef458,out,94056224,0x01df53e2780821813ff735ae1ce56ac54f587cfc2fb9ba270d946919284260e1,4,0x83492406ec56b85d1840b708b66255a2c15ef458,0xe0ca82008f52dd94a4314c4869a0294e8c136f1d,56478000000000000000000,56478,56478,0
