chain,token,target_wallet,direction,block_number,tx_hash,log_index,from,to,amount_raw,amount_cell,balance_before_cell,balance_after_cell
bsc,0xf3e1449ddb6b218da2c9463d4594ceccc8934346,0xaeb5b7ee8231019b3443bf546aa38eaf4937cf51,out,94162074,0x4fa4110461f015e155de87554b13666bb3d4bba63498d891e7d296f6e1cc9cc5,64,0xaeb5b7ee8231019b3443bf546aa38eaf4937cf51,0x3cb0dd3dd55f32f94fc87992788e7196f563ac54,100000000000000000000000,100000,100000,0
